split,family,task,source_id,review_status,system,user,assistant,approved,review_note
train,gaming,rewrite_malmo_mild,gaming-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag förstår inte hur uppdraget ska lösas.,Jag fattar inte hur uppdraget ska lösas.,,
train,gaming,rewrite_malmo_medium,gaming-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag förstår inte hur uppdraget ska lösas.,Jag fattar inte hur fan man ska lösa det här uppdraget.,,
train,gaming,neutralize,gaming-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag fattar inte hur fan man ska lösa det här uppdraget.,Jag förstår inte hur uppdraget ska lösas.,,
train,gaming,rewrite_slang,gaming-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det tog lång tid att hitta rätt inställning.,Det tog skitlång tid att hitta rätt inställning.,,
train,gaming,rewrite_malmo_mild,gaming-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det tog lång tid att hitta rätt inställning.,Det tog riktigt lång tid att hitta inställningen.,,
train,gaming,rewrite_malmo_medium,gaming-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det tog lång tid att hitta rätt inställning.,Det tog hur lång tid som helst att hitta rätt inställning.,,
train,gaming,neutralize,gaming-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det tog hur lång tid som helst att hitta rätt inställning.,Det tog lång tid att hitta rätt inställning.,,
train,gaming,rewrite_slang,gaming-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte börja om från början.,Jag tänker inte börja om från början.,,
train,gaming,rewrite_malmo_mild,gaming-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte börja om från början.,Jag vill verkligen inte börja om.,,
train,gaming,rewrite_malmo_medium,gaming-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte börja om från början.,"Nä, jag tänker inte börja om från noll.",,
train,gaming,neutralize,gaming-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, jag tänker inte börja om från noll.",Jag vill inte börja om från början.,,
train,gaming,rewrite_slang,gaming-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Den nya uppdateringen gjorde spelet långsammare.,Den nya uppdateringen gjorde spelet segare.,,
train,gaming,rewrite_malmo_mild,gaming-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Den nya uppdateringen gjorde spelet långsammare.,Spelet blev segare efter uppdateringen.,,
train,gaming,rewrite_malmo_medium,gaming-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Den nya uppdateringen gjorde spelet långsammare.,Spelet blev riktigt segt efter uppdateringen.,,
train,gaming,neutralize,gaming-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Spelet blev riktigt segt efter uppdateringen.,Den nya uppdateringen gjorde spelet långsammare.,,
train,gaming,rewrite_slang,gaming-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Vi måste avsluta efter den här matchen.,Vi måste dra efter den här matchen.,,
train,gaming,rewrite_malmo_mild,gaming-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Vi måste avsluta efter den här matchen.,Vi får sluta efter den här matchen.,,
train,gaming,rewrite_malmo_medium,gaming-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi måste avsluta efter den här matchen.,Vi får dra efter den här matchen.,,
train,gaming,neutralize,gaming-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi får dra efter den här matchen.,Vi måste avsluta efter den här matchen.,,
train,gaming,chat_malmo_mild,gaming-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Spelet kraschar när jag öppnar kartan.,"Kontrollera spelfilerna, grafikdrivrutinen och om felet började efter en uppdatering.",,
train,gaming,chat_malmo_medium,gaming-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Spelet kraschar när jag öppnar kartan.,"Kolla spelfilerna, drivrutinen och om det började efter en uppdatering.",,
train,gaming,chat_malmo_mild,gaming-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag fattar inte uppdraget.,Läs målet igen och kontrollera kartmarkeringar och föremål som uppdraget nämner.,,
train,gaming,chat_malmo_medium,gaming-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag fattar inte uppdraget.,Läs målet igen och kolla markeringarna och grejerna som uppdraget nämner.,,
train,family_logistics,rewrite_slang,family_logistics-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag hinner inte hämta barnen före klockan fem.,Jag hinner inte hämta barnen innan fem.,,
train,family_logistics,rewrite_malmo_mild,family_logistics-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag hinner inte hämta barnen före klockan fem.,Jag hinner inte hämta barnen till fem.,,
train,family_logistics,rewrite_malmo_medium,family_logistics-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag hinner inte hämta barnen före klockan fem.,Jag kommer inte hinna hämta barnen innan fem.,,
train,family_logistics,neutralize,family_logistics-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag kommer inte hinna hämta barnen innan fem.,Jag hinner inte hämta barnen före klockan fem.,,
train,family_logistics,rewrite_slang,family_logistics-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Vi behöver bestämma vem som handlar.,Vi måste bestämma vem som ska handla.,,
train,family_logistics,rewrite_malmo_mild,family_logistics-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Vi behöver bestämma vem som handlar.,Vi får bestämma vem som handlar.,,
train,family_logistics,rewrite_malmo_medium,family_logistics-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi behöver bestämma vem som handlar.,Vi får reda ut vem som ska dra och handla.,,
train,family_logistics,neutralize,family_logistics-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Vi får reda ut vem som ska dra och handla.,Vi behöver bestämma vem som handlar.,,
train,family_logistics,rewrite_slang,family_logistics-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag glömde att skicka med gympakläderna.,Jag glömde skicka med gympakläderna.,,
train,family_logistics,rewrite_malmo_mild,family_logistics-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag glömde att skicka med gympakläderna.,Jag fick inte med gympakläderna.,,
train,family_logistics,rewrite_malmo_medium,family_logistics-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag glömde att skicka med gympakläderna.,Jag glömde så klart att skicka med gympakläderna.,,
train,family_logistics,neutralize,family_logistics-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag glömde så klart att skicka med gympakläderna.,Jag glömde att skicka med gympakläderna.,,
train,family_logistics,rewrite_slang,family_logistics-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",De har inte sagt när mötet börjar.,De har inte sagt när mötet drar igång.,,
train,family_logistics,rewrite_malmo_mild,family_logistics-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",De har inte sagt när mötet börjar.,De har inte sagt när mötet börjar än.,,
train,family_logistics,rewrite_malmo_medium,family_logistics-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",De har inte sagt när mötet börjar.,De har fortfarande inte sagt när mötet drar igång.,,
train,family_logistics,neutralize,family_logistics-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",De har fortfarande inte sagt när mötet drar igång.,De har inte sagt när mötet börjar.,,
train,family_logistics,rewrite_slang,family_logistics-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag orkar inte laga två olika middagar.,Jag pallar inte laga två olika middagar.,,
train,family_logistics,rewrite_malmo_mild,family_logistics-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag orkar inte laga två olika middagar.,Jag orkar inte fixa två olika middagar.,,
train,family_logistics,rewrite_malmo_medium,family_logistics-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag orkar inte laga två olika middagar.,Jag pallar inte stå och fixa två olika middagar.,,
train,family_logistics,neutralize,family_logistics-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag pallar inte stå och fixa två olika middagar.,Jag orkar inte laga två olika middagar.,,
train,family_logistics,rewrite_slang,family_logistics-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Kan du påminna mig om tiden senare?,Kan du påminna mig om tiden sen?,,
train,family_logistics,rewrite_malmo_mild,family_logistics-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Kan du påminna mig om tiden senare?,Kan du påminna mig om tiden senare?,,
train,family_logistics,rewrite_malmo_medium,family_logistics-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Kan du påminna mig om tiden senare?,Kan du säga till mig om tiden sen?,,
train,family_logistics,neutralize,family_logistics-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Kan du säga till mig om tiden sen?,Kan du påminna mig om tiden senare?,,
train,family_logistics,chat_malmo_mild,family_logistics-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag hinner inte hämta före fem.,Kontakta den andra vårdnadshavaren eller verksamheten direkt och förklara förseningen.,,
train,family_logistics,chat_malmo_medium,family_logistics-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag hinner inte hämta före fem.,Hör av dig direkt till den andra vuxna eller verksamheten och säg att du blir sen.,,
train,family_logistics,chat_malmo_mild,family_logistics-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Vem ska handla?,Bestäm utifrån vem som har tid och skriv en tydlig inköpslista.,,
train,family_logistics,chat_malmo_medium,family_logistics-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Vem ska handla?,Ta den som har tid och skriv en ordentlig lista så inget glöms.,,
validation,customer_service,rewrite_slang,customer_service-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag har fortfarande inte fått någon återbetalning.,Jag har fortfarande inte fått tillbaka pengarna.,,
validation,customer_service,rewrite_malmo_mild,customer_service-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag har fortfarande inte fått någon återbetalning.,Jag har inte fått återbetalningen än.,,
validation,customer_service,rewrite_malmo_medium,customer_service-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag har fortfarande inte fått någon återbetalning.,Jag har fortfarande inte sett röken av någon återbetalning.,,
validation,customer_service,neutralize,customer_service-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag har fortfarande inte sett röken av någon återbetalning.,Jag har fortfarande inte fått någon återbetalning.,,
validation,customer_service,rewrite_slang,customer_service-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Beställningen innehöll fel vara.,De skickade fel grej i beställningen.,,
validation,customer_service,rewrite_malmo_mild,customer_service-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Beställningen innehöll fel vara.,Det låg fel vara i beställningen.,,
validation,customer_service,rewrite_malmo_medium,customer_service-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Beställningen innehöll fel vara.,De har skickat helt fel grej.,,
validation,customer_service,neutralize,customer_service-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",De har skickat helt fel grej.,Beställningen innehöll fel vara.,,
validation,customer_service,rewrite_slang,customer_service-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill tala med någon som kan lösa problemet.,Jag vill prata med någon som faktiskt kan lösa det här.,,
validation,customer_service,rewrite_malmo_mild,customer_service-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill tala med någon som kan lösa problemet.,Jag vill prata med någon som kan lösa problemet.,,
validation,customer_service,rewrite_malmo_medium,customer_service-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill tala med någon som kan lösa problemet.,Jag vill snacka med någon som faktiskt kan fixa det här.,,
validation,customer_service,neutralize,customer_service-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill snacka med någon som faktiskt kan fixa det här.,Jag vill tala med någon som kan lösa problemet.,,
validation,customer_service,rewrite_slang,customer_service-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Ni har debiterat mig två gånger.,Ni har dragit pengar två gånger.,,
validation,customer_service,rewrite_malmo_mild,customer_service-04,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Ni har debiterat mig två gånger.,Ni har tagit betalt två gånger.,,
validation,customer_service,rewrite_malmo_medium,customer_service-04,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Ni har debiterat mig två gånger.,Ni har ju dragit pengarna två gånger.,,
validation,customer_service,neutralize,customer_service-04,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Ni har ju dragit pengarna två gånger.,Ni har debiterat mig två gånger.,,
validation,customer_service,rewrite_slang,customer_service-05,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag tänker inte betala för en tjänst som inte fungerar.,Jag tänker inte betala för något som inte funkar.,,
validation,customer_service,rewrite_malmo_mild,customer_service-05,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag tänker inte betala för en tjänst som inte fungerar.,Jag betalar inte för en tjänst som inte fungerar.,,
validation,customer_service,rewrite_malmo_medium,customer_service-05,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag tänker inte betala för en tjänst som inte fungerar.,"Nä, jag betalar inte för något som inte ens funkar.",,
validation,customer_service,neutralize,customer_service-05,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, jag betalar inte för något som inte ens funkar.",Jag tänker inte betala för en tjänst som inte fungerar.,,
validation,customer_service,rewrite_slang,customer_service-06,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Kan ni skicka en skriftlig bekräftelse?,Kan ni skicka en bekräftelse skriftligt?,,
validation,customer_service,rewrite_malmo_mild,customer_service-06,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Kan ni skicka en skriftlig bekräftelse?,Kan ni skicka en skriftlig bekräftelse?,,
validation,customer_service,rewrite_malmo_medium,customer_service-06,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Kan ni skicka en skriftlig bekräftelse?,Kan ni skicka det där skriftligt till mig?,,
validation,customer_service,neutralize,customer_service-06,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Kan ni skicka det där skriftligt till mig?,Kan ni skicka en skriftlig bekräftelse?,,
validation,customer_service,chat_malmo_mild,customer_service-chat-01,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",De har dragit pengar två gånger.,Kontakta företaget med datum och belopp och be om rättelse och skriftlig bekräftelse.,,
validation,customer_service,chat_malmo_medium,customer_service-chat-01,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,De har dragit pengar två gånger.,Hör av dig med datum och belopp och kräv att de rättar det skriftligt.,,
validation,customer_service,chat_malmo_mild,customer_service-chat-02,synthetic_needs_review,"Svara kort, hjälpsamt och naturligt på mild modern malmöitisk vardagssvenska. Hitta inte på fakta och använd inte dialektmarkörer i varje mening.",Jag fick fel vara.,Fotografera varan och förpackningen och kontakta säljaren innan du returnerar något.,,
validation,customer_service,chat_malmo_medium,customer_service-chat-02,synthetic_needs_review,Svara kort och konkret på modern malmöitisk vardagssvenska. Tonen får vara urban och avslappnad men inte stereotyp. Hitta inte på fakta.,Jag fick fel vara.,Ta bilder på varan och paketet och hör av dig innan du skickar tillbaka något.,,
validation,exercise,rewrite_slang,exercise-01,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag är mycket trött efter promenaden.,Jag är helt slut efter promenaden.,,
validation,exercise,rewrite_malmo_mild,exercise-01,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag är mycket trött efter promenaden.,Jag är riktigt trött efter promenaden.,,
validation,exercise,rewrite_malmo_medium,exercise-01,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag är mycket trött efter promenaden.,Jag är helt färdig efter promenaden.,,
validation,exercise,neutralize,exercise-01,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag är helt färdig efter promenaden.,Jag är mycket trött efter promenaden.,,
validation,exercise,rewrite_slang,exercise-02,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag vill inte träna i regnet.,Jag tänker inte träna i regnet.,,
validation,exercise,rewrite_malmo_mild,exercise-02,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Jag vill inte träna i regnet.,Jag tränar inte i det här regnet.,,
validation,exercise,rewrite_malmo_medium,exercise-02,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Jag vill inte träna i regnet.,"Nä, jag tänker inte träna i det här vädret.",,
validation,exercise,neutralize,exercise-02,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.","Nä, jag tänker inte träna i det här vädret.",Jag vill inte träna i regnet.,,
validation,exercise,rewrite_slang,exercise-03,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Det tog längre tid än vanligt i dag.,Det tog mycket längre tid än vanligt i dag.,,
validation,exercise,rewrite_malmo_mild,exercise-03,synthetic_needs_review,"Skriv om meningen på modern, mild malmöitisk vardagssvenska. Tonen ska vara avslappnad och naturlig, inte stereotyp eller fonetiskt skriven. Behåll exakt samma betydelse och lägg inte till information.",Det tog längre tid än vanligt i dag.,Det tog rätt mycket längre tid i dag.,,
validation,exercise,rewrite_malmo_medium,exercise-03,synthetic_needs_review,"Skriv om meningen på modern malmöitisk vardagssvenska med tydlig men naturlig vardagston. Undvik karikatyr och överanvänd inte regionala markörer. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det tog längre tid än vanligt i dag.,Det tog hur mycket längre tid som helst i dag.,,
validation,exercise,neutralize,exercise-03,synthetic_needs_review,"Skriv om meningen på neutral standardsvenska utan slang eller regionala uttryck. Behåll exakt samma betydelse, negationer och sakuppgifter.",Det tog hur mycket längre tid som helst i dag.,Det tog längre tid än vanligt i dag.,,
validation,exercise,rewrite_slang,exercise-04,synthetic_needs_review,"Skriv om meningen på naturlig svensk vardagsslang. Behåll exakt samma betydelse, negationer, namn och sakuppgifter. Lägg inte till någon ny information.",Jag behöver vila benet en stund.,Jag behöver låta benet vila lite.,,
